,reviews,ratings,days
54,입이 심심할때 딱이네요. 양 적당하고,5,2024.02.17
55,"아이들 군것질로 엄청 좋아해서 구매했습니다.**상품설명- 제품: 게메즈 에낙 라면 과자- 무게: 개당 30g- 크기: 손바닥 만함- 수량: 1박스 24개**상품후기- 한 번 먹으면 멈출 수 없는 맛 맛있어서 한 번 먹으면 또 먹고 싶습니다. - 어린 아이들이면 살짝 자극적일 수 있는 맛 저희 아이들은 초등생이라 잘 먹고 괜찮긴 한데요. 미취학 아이들이면 조금 자극적일 수 있을 것 같아요.- 맥주 안주로도 좋은 맛 짭잘해서 맥주랑 같이 먹어도 좋을 것 같습니다.- 크기는 손바닥 만함 예전에 간식파는 가게에서 작은 크기의 에낙 과자도 있었는데요. 요건 손바닥 만한 크기입니다.- 모양은 라면 모양인데 입으로 베어 먹으면 부스러기가 좀 떨어집니다.- 에낙은 인도네시아 말로 ""맛있어요""라는 뜻이라네요. 뜻에 맞게 맛있는 군것질 거리네요.^^",5,2024.02.16
56,"☑️구매날짜 : 2024 / 02 / 05☑️도착날짜 : 2024 / 02 / 06☑️구매금액 : 17,700  원간만에 재구매 했습니다 겨울에 너무 추워서 산에 못 갔는데 다시 새로운 마음으로 산에 갈려고 산에 들고 갈 간식 몇가지 구매하면서 이 젤리도 맛있어서 구매했습니다 뿌셔뿌셔는 너무 양이 많아서 힌번에 다 먹기가 좀 에매한데 이 라면 과자는 양이 작아서 한번에 먹고 버리기 편해서 구매했습니다엄청 바삭하고 고소하고 짭짤해서 맛있습니다 한번 먹으면 계속 손이 가는 그런 맛입니다 라면입자가 좀 얇아서 너무 어린 아이들 먹기는 좀 별로 입니다 입안에 상처가 날수 있으니 혹시 먹일려면 잘게 부서줘야 합니다 어른들은 어떻게 먹어도 맛있어요 너무 맛있어서 봉지에도  “맛있어요 ”라고 적혀 있어요 ~ㅎㅎㅎ과자 간이 깅한 편이라 먹고 나니 물이 심하게 땡기긴 합니다과자 상자가 단단해서 저는 입구쪽만 뜯어서 열어서 박스에 담겨 있는 그대로 보관했습니다 가지런하게 담겨 있어서 따로 정리 안해도 되니 편하네요 구매하다 보니 매운맛도 있던데 어떤맛인지 궁금하네요 이번꺼 다 먹으면 담에 구매할때 매운맛도 같이 구매해서 먹어볼까 합니다",4,2024.02.16
57,"Produk sesuai deskripsi, recommended seller, semoga awet dan bermanfaat, terima kasih buat pelapak dan Coupang  감사합니다",5,2024.02.15
58,"Produk sesuai deskripsi, recommended seller, semoga awet dan bermanfaat, terima kasih buat pelapak dan Coupang  감사합니다",5,2024.02.15
59,라면 과자 중 최고입니다.뿌ㅇ뿌ㅇ보다 더 맛있어요.매운맛 버전이 더 맛있네요.검정봉지...어린 조카들과 같이 먹으려고 노란봉지로 구입했습니다,5,2024.02.15
60,계속 재구매 하고 있어요. 처음엔 멈출수 없어서 계속 먹었어요. 한박스 금방 없어지더라구요.,5,2024.02.15
61,제가 짭짤한 과자를 선호하는데 이거 진짜 맛있네요약간 짭쪼름하고 고소하면서 라면이라 바삭도 하고30개가 한박스인데 아껴먹는다고 했는데도 어느새 다 먹어 갑니다..포장도 깔끔하고 이상없이 잘 왔고요 배송도 빠르니 좋아요!!!!또 구매할 생각인데요 이번엔 매운맛도 같이 구매해서 맛보려고요~,5,2024.02.15
62,딸이좋아해요다음날바로도착!잘먹겠습니다,5,2024.02.15
63,맛나요,5,2024.02.13
64,아이들이 뿌*뿌*을 좋아해서 그것보다 좀 더 먹기 편하고 더 바삭한 과자를 찾다가 구매했습니다.다이*에서 소포장 제품을 먹고보고 너무 맛있어서 1박스 쿠팡으로 산건데어째 동일 제품인데 맛에 차이가 날까요??다이*에서 산거보다 짜요!짠거에 민감한 저는 한봉지 다 못먹겠네요다이*껀 다 먹었거든요;아이들은 맛있다고 다 먹긴 하네요.총평은..맛있고 바삭하고 부드럽고 먹기 편한 라면땅입니다 ㅋ,5,2024.02.12
65,"◆제품명 : 게메즈 에낙 라면 과자 720g, 1개☆제품 요약바삭바삭 입안의 즐거움! 맥주 안주 최고□구성에낙 라면 과자 30g × 24ea [720 g] - 1box■후기■바삭바삭 입안의 즐거움! 맥주 안주 최고내돈 내산 리뷰입니다.안먹으면 안먹었지 맛맛 본다는건 불가능.한 봉지만 먹고 끝내기 어렵다는 그 과자.1박스를 불렀는데 사진 찍으려 보니 1봉지!대식구 사는 집이라 다들 손을 채우고 집어가니 순식간에 뿅!1박스만 시킨 제가 잘못이네요^^많은 라면 과자가 있지만 최애 라면 과자입니다.야식은 부담스럽고 맥주 한잔 생각나는 밤이면무조건 이녀석과 가볍게 한잔.한봉지로는 양껏 먹는거는 어렵지만.고소 짭쪼름 바삭바삭 입의 즐거움은 넘치게 충족한답니다!아이들도 씹는 소리까지 재밌다며 asmr 한다며 찾아 먹는답니다.◆재구매의사매번 주문입니다.과자 수납함에 요거 없는 날은 없어요!제 돈으로 제품을 구매하고 사용하고 리뷰를 작성했습니다.제 리뷰가 구매하시는데 조금이라도 도움이 되었으면 좋겠습니다.",5,2024.02.11
66,중독성 ..,5,2024.02.11
67,학생들에게 줄 간식으로 주문했는데 아이들이 잘 먹더라구요!금방 먹을 수 있으면서 짭쪼름하니 계속 생각나나봐요많이 산 건 아닌가 걱정했는데 5분만에 사라져서 깜짝 놀랐습니다아이들이 그만큼 좋아하네요~!,5,2024.02.10
68,제품명 : 게메즈 에낙 라면과자아빠가 과자 사달래서 동생이 사드렸대요 2박스나 왔는데 오랜만에 본가 오니까 1박스밖에 없더라고요... 진작에 친구들이랑 다 나눠드셨대요은근 나이 드신 어르신들이 군것질을 좋아하는 거 같아요 아이스크림도 그렇고 과자나 사탕을 정말 자주 드시는 거 같아요지금도 차 타고 다른 지역 가고 있는데 아빠가 열심히 드시고 계세요ㅋㅋㅋ 안에 여러 개 들어있어서 한 다섯 개 들거 가방 넣으시던데 맛있나봐요 동생도 이거 먹더니 학생일 때 먹었던 불량식품 맛이라고 하더라거요그러면서 입에 넣어주길래 먹었는데 진짜 학생 때 먹은 맛이에요 딱히 다른게 없는듯 근데 그 불량식품보다 양이 훨씬 많아요 양이 넉넉해서 편하게 먹을 수 있어요리뷰 쓰기 시작할 때부터 드시고 계셨는데 다 쓸 때까지도 드시고 계시네요ㅋㅋ 이렇게 좋아하실 줄 알았으면 진작에 사드렸어야 했는데 동생이 이렇게라도 시켜드려서 정말 다행이라고 생각해요짭짤해서 맛있어요 굿,5,2024.02.09
69,선물하려고 주문했는데 쿠팡 빠른배송에 감사합니다부서진거 없이 잘 받았어요^^,5,2024.02.08
70,내돈 내산 게메즈 에낙 라면 과자 후기 썰! 혹시 게메즈 에낙 라면 과자라고 아시나요..? 제가 라면을 사랑하는 사람이에요 !!                                            라면과자도 많이 먹어보고 좋아하기도 했지만 제 최애 과자는 게메즈 에낙 라면 과자 입니다.                                               그 이후는 일단 첫번째로 칼로리... !! 항상 다이어트를 입에 달고 사는 저로 서는 게메즈 에낙 라면 과자의 칼로리가            너무 메리트 있어요 양도 많고 자극적이기도 하고 심지어 치아에 자극이 없는 라면 식감 까지 ㅠㅠ                                                  저희 회사 과장님도 과자를 안 좋아하는데 이 과자는 잘 드시더라구요                                                        남녀 노소 즐길 수 있고 가격도 저렴하며 갯수도 풍족해서 매일 먹으면 독이 되지만 과자 생각 날 떄                     식욕 잠재워주는 필수 템에 하나 입니다.!!!                                                                                 과자 좋아하시는 분들께 추천드리며 재구매 의사 1000% 입니다!!!!,5,2024.02.07
71,맛있어요!!뿌셔뿌셔를 자주 먹는데 가루도 손에 많이묻고 매번 남아서 에낙을 먹기 시작했는데 이게 더 맛있어요ㅋㅋㅋ깔끔하고 간도 잘되있어서 아이도 너무 좋아하네요양도 딱 한번 먹을양이라서 외출할때 가지고 다니기도 좋네요어른아이 다 좋아하는 에낙매번 낱개로 사다가 너무 금방 먹어서 대량으로 샀는데 괜히 기분이좋네요24개라서 한동안은 편하게 먹을 것 같아요이번 긴 연휴동안 먹을 간식쟁였습니다^^,5,2024.02.07
72,초등 중등 아이가 다 너무 좋아해서 몇 박스째 사먹는지 모르겠어요. 국산이 좀 나을 것 같아 뿌셔뿌셔도 사주는데 그래도 에낙이 바싹하고 짭잘하고 스프를 안 뿌려도 되니 더 편하고 맛있다네요.23. 12월 제조 24. 12월까지예요.,5,2024.02.07
73,한봉으론 만족이안됨 먹다보면 두세봉 거기에 맥주까지 키야 좋다ㅋㅋㅋㅋ 맛있어요,5,2024.02.07
74,이거때메 살쪆어요 ㅜㅜ너무 맛있어요 ㅠㅠ,5,2024.02.06
75,아이들이 좋아할만한 과자들로 주문해보았는데 역시 인기가 만점인건 요 라면과자였어요~ 부스러기 날리니까 잘못먹게 했었는데생일파티니까ㅎㅎ,5,2024.02.06
76,맛잇어서 재구매 합니다.,5,2024.02.06
77,"우연히 알게 되었어요술안주로 누가 가져와서 먹었는데 ,,대박~양도 적당 맛도 적당간식용, 술안주로 최고에요",5,2024.02.06
78,바삭한거 좋아하는데 너무 맛있음입이 심심할때 먹고있어요 ㅎ첨에 아이땜에 알고 먹게됐는데 제가 더 많이 먹네요 ㅋ자꾸 손이감,5,2024.02.05
79,"받았습니다.아이가 좋아해서 쿠팡에서 사먹어요.24개나 들어있어서~ 꽤 먹어요!바삭하니 아이도 좋아하고어른들은 맥주안주로도 좋아요!방학이라 간식들 종류별로 사놓는데,개별포장이라 친구들 나눠주기도 좋아요.외출 시 들고 나가기도 편하구요.",5,2024.02.05
80,우리 아이들이 좋앙새서 먹어봤는데 맛 좋네요! 자꾸 당기는 맛  아이들하고 한두개씩  먹네요~~,5,2024.02.04
81,맛있어요 최애상품 될듯해요,5,2024.02.04
82,이 맛도리를 늦게 알게된 제 자신에게 실망했네요맛있습니다남편이 앉은 자리에서 몇봉씩 먹어서숨겨두고 몰래 먹어요ㅎ,5,2024.02.04
83,감사합니다 감사합니다,5,2024.02.04
84,게메즈 에낙라면과자 리뷰입니다~~~^^ 에낙라면 과자는 너무 맛있어서 자주 구매해서 먹고있어요!!제가 먹은 라면과자중에 가장 바삭바삭한 식감이 아닌가 싶어요 면도 정말 얇아서 먹을때 정말 맛있어요~~ 그리고 치킨시즈닝이 골고루 발라져있어서 아주아주 감칠맛이 나더라구요!!! 정말 어른들은 맥주를 부르는 과자에요^^ 감칠맛이 끝내주고 한봉지로는 절대 끝낼수 없는 라면과자에요~~ 처음에 아이가 미니사이즈 에낙라면 과자를 사먹길래 바로 찾아서 박스채로 주문했어요^^ 벌써 다먹고 또주문한게 몇번째인지 모르겠어요~~~~!! 회사에서도 간식으로 주문하고있는데 진짜 꺼내놓으면 바로 사라질정도로 인기있는 과자에요!! 그리고 인도네시아과자라는 사실을 구매하면서 구매정보 적힌걸 보고 알았어요~~~ 신기신기!! 다만 먹을때 면이 얇고 너무 바삭해서 많이 떨어져요 ㅎㅎ 잘유의해서 먹거나 손으로 바치고 먹게되요~~ 그치만 맛있으니까 괜찮습니다~~ 스파이시 매운맛도 있던데 한번 도전해보고싶더라구요 ㅎㅎ 항상 맛있게 먹고 있는 에낙 라면과자 치킨맛 리뷰였습니다~~ ***********************************************************직접 구매해서 맛보고 뜯고 마시고 입고 해서 최대한 솔직하게 작성한 리뷰 입니다 ^^ 감사합니다 ^^***********************************************************,5,2024.02.03
85,간식용으로 넘맛있네요치킨양념맛있데바베큐 데리야키맛이라고 생각하면되요크기는 넘크지는 않고 작지도않아요손보다는 작습니다바삭함이 좋아요한반스에 24개있습니다2박스 세트여서 이가격이면 저렴하네요배고플때 먹기좋은 포켓 간식용으로 좋습니다유통기한1년정도로 여유있네요배송도 박스 찌그러짐없이 잘왔습니다ㅡ총평ㅡㅡ칼로리 144 양에비해높음ㅡ질리지않는맛ㅡ자극적이지않음ㅡ유통기한넉넉함ㅡ배송 안전히옴,5,2024.02.03
86,이번껀 바삭하고 맛나요,5,2024.02.02
87,아이들이 에낙스 너무 좋아하거든요. 제가 먹어도 맛있고.소포장되어있어서 몇개씩 챙겨다니면서 아이들 손에 각자 쥐어주면 아주 좋아요.넘 금방먹는다는거 단점? ㅋㅋ 부스러기가 많이 떨어진다는게 진짜 단점그래도 맛있어서 용서. 또 주문할거임!!!,5,2024.02.01
88,아이들 간식으로게메즈 에낙 라면과자 치킨맛 선택했어요!!~ㅎㅎ 간식으로 라면뽀사먹는것 좋아해서 라면과자 에낙 너무 잘먹네요!~매운것 못먹는 아들이기에 게메즈 에낙 라면과자 치킨맛 선택했어요!!~얇은면에 바삭하고 고소하고 왜 잘먹는지 알겠더라고요!!!~마트보다 저렴하게 구매할수 있어 쿠팡 이용 많이해요ㅎㅎ방학이여서 그런지 간식도 잘 챙겨줘야하는데직장맘이다보니 매번 옆에서 못챙겨주고.간식바구니에 쟁여놓으니 스스로 잘 챙겨먹네요!~150g*6개(30g*5개입)세트 사놓아도 몇일이면 바닥나네요!!~ㅎㅎㅎㅎ아이들 잘먹어서 또 재구매 할께요!~^^,5,2024.01.31
89,마트에서 몇개 사먹어보곤중독성에 반해버려서 박스로 주문합니다ㅋㅋ마트꺼는 16g이었는데 이건 30g으로 손바닥만하게 크네요.남편이 벌써 2개 순삭했어요유통기한은 24년12월로 넉넉하고로켓배송답게 따로 완충포장없이 왔는데깨진건 없는거같아요ㅎㅎ다먹으면 다음에 또 재구매하러 올께요,5,2024.01.30
90,이 과자 몇년전 회사 다닐때 동료가 간식으로 가져와 나눠줘서 처음 먹어봤었는데..그때도 호불호 없이 직장 동료들 모두 좋아했던 간식이었거든요 ㅎㅎ한참 열심히 사먹다가 잊고 지냈는데 ㅋㅋㅋ얼마전 친구가 아이들 간식으로 준걸 아이들이 한봉씩 먹고는 또 먹고싶다하는 통에 구매했네요 ㅎㅎ오랜만에 먹어도 역시 맛있네요:)아이들은 말도 못하게 잘먹구요 ㅋㅋ대신 이거 잘 부서져서 부숴서 먹으셔야해요~ㅋㅋ안부시면 크기도 커서 저는 부숴먹는게 편하더라구요~애들도 꼭 쟁반에 까줘요~ 과자조각 엄청 떨굽니다..ㅋㅋ,5,2024.01.29
91,에낙 라면과자 ~~  예전에 자주 먹던 생각에방학을 맞아 구입했는데심심풀이로 먹기 좋네요,5,2024.01.29
92,한번 맛보고 반해서 대량으로 주문했어요.사이즈가 손바닥 만한 큰 사이즈라 좋구요.딱딱함 1도 없이 엄청 바삭하고 부드러워요.단짠단짠으로 계속 당기는 맛요~ 한번에 3~4봉 순삭요~♡아이도 어른도 호불호없이 너무 좋아하는 울집 최애 간식입니다.완전 추천해요~^^,5,2024.01.28
93,어린때  라면땅먹던느낌 우리 아이들 엄청좋아해요!,5,2024.01.28
94,주문 잘못해서 2박스 시켰는데 남편이랑 애들이 첨먹는 과자인데 맛있다고 잘 먹고 있어요. 자극적인 맛이 없어서 자꾸 먹게 되는것 같아요.,5,2024.01.27
95,저는 규냥 맛이 별루네요 자극적이지않아요!,3,2024.01.25
96,"게메즈 에낙 라면 과자, 720g, 2개 리뷰 입니다!!!에낙라면 과자 안먹어본 사람은 있어도~한번먹은 사람은 없는 마성의 라면과자에요~~ 저희집 아이들이 너무 좋아해서 박스채로 구매하고 있어요!그리고 회사에서도 간식으로 구매하는데너무 인기가 많아서.. 꼭 2박스씩 구매하는데도 진짜 순삭으로 사라집니다 ㅋㅋ사이즈가 딱 손사이즈보다 쪼금 작고 정사각형 모양의얇은 면이에요 먹으면 치킨 시즈닝 맛도 나고 짭짤한 맛의 라면땅진짜 마성의 맛!!! ㅋㅋ 정말 바삭바삭해서 너무 맛있어요~ 앉은자리에서 10봉지 순삭!바삭바삭 짭잘한 중동석 강한 에낙라면스낵!!이글이 진짜 딱 와닿네요 ㅋㅋㅋ 10봉지 먹을수 있을거 같애요 ㅋㅋㅋ면이 진짜 바삭바삭해서 보니까 얇은 극세사 면을 튀겨내서 고소하고 바삭한거였네요!역쉬!!!!낱개포장으로 되어있어서 뜯기도 편하고~하나씩 들고 다니기도 너무 편해요!!! 저는 신랑이랑 같이 맥주안주로 먹고 있구요~아이들은 간식타임에 먹고 있어요~~ 보니까 매운맛도 있던데 도전의식이 생깁니다 ㅎㅎ담엔 매운맛도 주문해보려고합니다!맛있어서 저는 에낙라면과자 항상 구매해서 먹고 있어요 ^^ 완전 최애과자입니다 !***********************************************************직접 구매해서 맛보고 뜯고 마시고 입고 해서 솔직하게 작성한 리뷰 입니다 ^^ ***********************************************************",5,2024.01.25
97,옛날에 먹던 자야랑 살짝 비슷하네요~손에도 안묻고 바삭하고 한봉지 양도적어 아주 딱좋아요 맛있어요^^ 두박스씩 쟁여놓고 먹네요,5,2024.01.25
98,은근 중독 되네요바싹 바싹~~바싹함이 스트레스 해소에 도움이 됩니다⭕️인도네시아에서 사랑받는 라면 스낵이구요⭕️맛?짭짤하고고소합니다치킨 시즈닝이 뿌려져 있어요(게메즈 에낙)1개 30 g 총 24개 들어 있어요유통 기간은 2024년 12월 8일까지제조 일 22 2013년 12월 8일한봉에 144.42 칼로리라니칼로리 생각하면서 먹어야 됩니다한봉지 먹고 나면 약간 허전한 기분에막바로 또 한 봉지에 손이 가거든요~ ㅎ넋놓고 먹다가 살 찝니다뭔가 아작아작 씻고 싶은 날에는요 스낵을찾게 되네요맛있어요~~씹는맛 좋고요,5,2024.01.24
99,"학교앞 문구점이나 편의점에서 봤던건데 초등 아이들이간식으로 많이 사먹더라구요. 저희아이도 궁금한지 사달라해서 사줬더니 잘먹더라구요.마침 학교방학식날 아이가 친구들에게 간식돌리고싶다고하더라구요. 그래서 간식 이것저것 넣어서 포장할려고 할때 라면과자가 초등아이들에게 인기좋을거같아 구매했어요.한상자에 24개 들어있어서 친구들이랑 선생님거 포장하고나니하나남아서 아이들이랑 같이 하나로 나눠 먹었답니다.바싹하고 짭쪼름하니 너무 맛있었어요.일단 친구들에게 나눠줄거 이것저것 같이넣어서 포장해두니 뿌듯하니 기분이 좋더라구요.원래 라면 뿌셔먹는것도 맛있어서 좋아했는데 아이들이 달라할까봐 못먹겠더라구요 아무래도 라면스프가 아이들에게 안좋을거같아서요.가끔 아이들하고 먹을때는 뿌셔뿌셔 사먹긴했는데 이것도 스프같은 가루를 뿌려서 먹는거라 좀 신경쓰이긴 하더라구요.이 라면과자는 뿌리는거없이 깔끔하게 과자처럼 먹을수있고 란박스에 24개 낱개포장인데 크기도 손바닥만해서 아이들 하루에 하나씩 줘도 부담이 없을거같아요.아이뿐만아니라 어른들 술안주로도 좋고,입이 심심할때 간단히먹을수 있는 간식으로도 안성맞춤입니다.아이들보다 엄마인 제가 먹고싶어서 한박스 더 구매하고 싶네요. 맛있는 간식은 남녀노소 막론하고 다 좋아하나 봅니다.",5,2024.01.24
